value limit month area variable a_dim a_min a_max a_res threshold1 threshold2 threshold3
2 50 12 all_area fishprice 30 0.3876513186 2.3604743083 0.1 0.81306422581875 1.80817186373333 NA
2.3 75 12 all_area fishprice 30 0.3876513186 2.3604743083 0.1 0.81306422581875 1.80817186373333 NA
2.3 max 12 all_area fishprice 30 0.3876513186 2.3604743083 0.1 0.81306422581875 1.80817186373333 NA
0.6 0 01 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
1.57365828325 25 01 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 01 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 75 01 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
4.5 max 01 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 0 02 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 25 02 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.9 50 02 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 75 02 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 max 02 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 0 03 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 25 03 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 03 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.70158284405 75 03 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
4.9 max 03 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 0 04 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
1.45 25 04 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 04 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.9 75 04 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 max 04 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 0 05 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 25 05 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 05 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 75 05 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 max 05 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 0 06 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 25 06 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 50 06 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 75 06 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 max 06 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 0 07 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 25 07 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 07 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 75 07 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 max 07 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 0 08 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 25 08 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 08 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 75 08 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 max 08 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 0 09 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 25 09 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 09 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 75 09 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 max 09 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 0 10 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 25 10 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 10 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 75 10 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
5.3 max 10 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 0 11 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 25 11 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 11 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
5.3 75 11 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
5.3 max 11 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 0 12 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
0.6 25 12 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
2.3 50 12 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
3.5 75 12 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
5.3 max 12 all_area fishprice 29 0.6 5.3 0.1 1.74363819027083 3.6167985703375 NA
22.666666667 0 01 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
50.74227834925 25 01 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
60.868974441 50 01 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
73.7851632485 75 01 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
112 max 01 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
18.666666667 0 02 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
43.4712207515 25 02 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
49.9571700385 50 02 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
61.5 75 02 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
99.9377819 max 02 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
19.99996401 0 03 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
45.315842296 25 03 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
50.195997691 50 03 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
65.627127634 75 03 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
143.391 max 03 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
20 0 04 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
52.364927536 25 04 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
62 50 04 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
68.738140417 75 04 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
129 max 04 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
16.666666667 0 05 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
50.3650310525 25 05 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
61.8720268595 50 05 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
69.123601127 75 05 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
89.780555556 max 05 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
6.41 0 06 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
46.95541783875 25 06 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
56.2789461285 50 06 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
63.01341883275 75 06 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
120.37 max 06 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
6.6666666667 0 07 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
45.30002885075 25 07 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
55.9565123515 50 07 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
63.21025707375 75 07 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
149.88602151 max 07 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
20 0 08 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
39.374079978 25 08 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
48.239517348 50 08 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
60 75 08 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
222.5 max 08 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
20 0 09 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
40 25 09 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
49.2924258955 50 09 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
61.848792808 75 09 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
102 max 09 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
16.666666667 0 10 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
43.7844846695 25 10 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
50.5566406925 50 10 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
58.588888889 75 10 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
103.69230769 max 10 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
13 0 11 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
44.270679771 25 11 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
52.438955215 50 11 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
63 75 11 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
80.654738824 max 11 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
10.083333333 0 12 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
41.532667112 25 12 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
55.544209652 50 12 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
72.645130937 75 12 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
136.49666667 max 12 all_area fishprice 1 6.41 222.5 0.1 45.2897215171042 65.0900434139167 NA
37.666346032 0 01 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
68.591586508 25 01 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
79.815 50 01 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
81.165 75 01 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
82.47 max 01 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
33.077366086 0 02 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
33.077366086 25 02 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
33.077366086 50 02 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
33.077366086 75 02 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
33.077366086 max 02 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
54.689166667 0 03 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
54.689166667 25 03 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
54.689166667 50 03 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
54.689166667 75 03 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
54.689166667 max 03 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
46.790067024 0 04 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
46.790067024 25 04 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
46.790067024 50 04 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
46.790067024 75 04 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
46.790067024 max 04 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
37.666346032 0 05 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
68.591586508 25 05 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
79.815 50 05 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
81.165 75 05 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
82.47 max 05 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
37.666346032 0 06 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
68.591586508 25 06 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
79.815 50 06 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
81.165 75 06 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
82.47 max 06 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
37.666346032 0 07 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
68.591586508 25 07 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
79.815 50 07 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
81.165 75 07 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
82.47 max 07 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
36.569147287 0 08 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
36.569147287 25 08 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
36.569147287 50 08 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
36.569147287 75 08 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
36.569147287 max 08 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
37.666346032 0 09 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
68.591586508 25 09 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
79.815 50 09 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
81.165 75 09 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
82.47 max 09 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
44.195405227 0 10 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
50.20130448925 25 10 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
55.594635723 50 10 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
67.24041111425 75 10 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
77.1 max 10 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
31.198697916 0 11 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
39.931675 25 11 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
42.198312282 50 11 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
46.014166667 75 11 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
73.691184125 max 11 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
35.174323599 0 12 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
49.3935808995 25 12 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
67.2866666665 50 12 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
86.35718833 75 12 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
104.10875332 max 12 all_area fishprice 0 31.198697916 104.10875332 0.1 54.4675199993958 64.7135427646042 NA
3.9993195754 0 01 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
5.7142857143 25 01 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
8.11694290975 50 01 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
10.952380952 75 01 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
25 max 01 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
4.0476190476 0 02 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
6.618331543175 25 02 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
9.8095238095 50 02 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
12.380952381 75 02 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
25 max 02 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
3.9999141041 0 03 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
5.7142857143 25 03 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
6.6666666667 50 03 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
11.428571429 75 03 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
25 max 03 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
4.7619047619 0 04 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
5.7142857143 25 04 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.61428571425 50 04 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
13.09523809525 75 04 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
25 max 04 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
3.8095238095 0 05 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 25 05 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.72721088435 50 05 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
10.186726016 75 05 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
29.223743386 max 05 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
3.8095238095 0 06 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 25 06 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
8.0952380952 50 06 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
11.330891331 75 06 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
60 max 06 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
6.1904761905 0 07 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 25 07 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
8.33333333335 50 07 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
11.80839002275 75 07 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
67 max 07 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
4.7619047619 0 08 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 25 08 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.6190647619 50 08 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
9.5238095238 75 08 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
37.260273973 max 08 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
4.7599337748 0 09 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 25 09 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 50 09 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
9.7386803012 75 09 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
25 max 09 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
4.7619047619 0 10 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 25 10 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 50 10 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
9.5238095238 75 10 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
32 max 10 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
4.8952380952 0 11 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 25 11 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 50 11 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
9.386685407625 75 11 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
31.25 max 11 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
0.9937888199 0 12 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.619047619 25 12 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
7.6412995105 50 12 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
10 75 12 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
25 max 12 all_area fishprice 24 0.9937888199 67 0.1 7.05946413650625 10.7796779152854 NA
3.980952381 0 01 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
7.619047619 25 01 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
10.770768736 50 01 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
11.941976077 75 01 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
29.618956044 max 01 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
3.980952381 0 02 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
9.479166666675 25 02 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
11.7498476875 50 02 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
16.56702095525 75 02 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
34.828571429 max 02 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
3.9452910053 0 03 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
5.7142857143 25 03 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
9.4308206554 50 03 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
10.8864483885 75 03 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
35.555555556 max 03 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
3.9654761905 0 04 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
5.71391809425 25 04 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
7.9652362569 50 04 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
9.33808762905 75 04 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
34.935897436 max 04 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
4.7619047619 0 05 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
5.4952380952 25 05 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
7.1178425854 50 05 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
8.1078807875 75 05 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
26.666666667 max 05 all_area fishprice 23 2.8571428571 51.218947247 0.1 6.13554566196667 9.5811632220375 NA
