value limit month area variable a_dim a_min a_max a_res
20 max 02 all_area fishprice 19 3.0630630631 28.828828829 0.1
4.5043134339 0 03 all_area fishprice 19 3.0630630631 28.828828829 0.1
6.3063063063 25 03 all_area fishprice 19 3.0630630631 28.828828829 0.1
7.2072072072 50 03 all_area fishprice 19 3.0630630631 28.828828829 0.1
8.3333333333 75 03 all_area fishprice 19 3.0630630631 28.828828829 0.1
21.171171171 max 03 all_area fishprice 19 3.0630630631 28.828828829 0.1
4.027027027 0 04 all_area fishprice 19 3.0630630631 28.828828829 0.1
5 25 04 all_area fishprice 19 3.0630630631 28.828828829 0.1
7.2072072072 50 04 all_area fishprice 19 3.0630630631 28.828828829 0.1
10 75 04 all_area fishprice 19 3.0630630631 28.828828829 0.1
25 max 04 all_area fishprice 19 3.0630630631 28.828828829 0.1
3.1531531532 0 05 all_area fishprice 19 3.0630630631 28.828828829 0.1
4.5045045045 25 05 all_area fishprice 19 3.0630630631 28.828828829 0.1
5.4054054054 50 05 all_area fishprice 19 3.0630630631 28.828828829 0.1
7.1531531532 75 05 all_area fishprice 19 3.0630630631 28.828828829 0.1
21.621621622 max 05 all_area fishprice 19 3.0630630631 28.828828829 0.1
3.1531531532 0 06 all_area fishprice 19 3.0630630631 28.828828829 0.1
5.4054054054 25 06 all_area fishprice 19 3.0630630631 28.828828829 0.1
5.4054054054 50 06 all_area fishprice 19 3.0630630631 28.828828829 0.1
7.2072072072 75 06 all_area fishprice 19 3.0630630631 28.828828829 0.1
28.828828829 max 06 all_area fishprice 19 3.0630630631 28.828828829 0.1
3.0630630631 0 07 all_area fishprice 19 3.0630630631 28.828828829 0.1
3.6036036036 25 07 all_area fishprice 19 3.0630630631 28.828828829 0.1
4.5045045045 50 07 all_area fishprice 19 3.0630630631 28.828828829 0.1
5.4054054054 75 07 all_area fishprice 19 3.0630630631 28.828828829 0.1
12 max 07 all_area fishprice 19 3.0630630631 28.828828829 0.1
3.6036036036 0 08 all_area fishprice 19 3.0630630631 28.828828829 0.1
4.27252252255 25 08 all_area fishprice 19 3.0630630631 28.828828829 0.1
4.5045045045 50 08 all_area fishprice 19 3.0630630631 28.828828829 0.1
5.63063063065 75 08 all_area fishprice 19 3.0630630631 28.828828829 0.1
19.81981982 max 08 all_area fishprice 19 3.0630630631 28.828828829 0.1
4.2792792793 0 09 all_area fishprice 19 3.0630630631 28.828828829 0.1
5.4054054054 25 09 all_area fishprice 19 3.0630630631 28.828828829 0.1
6.3063063063 50 09 all_area fishprice 19 3.0630630631 28.828828829 0.1
7.2072072072 75 09 all_area fishprice 19 3.0630630631 28.828828829 0.1
15 max 09 all_area fishprice 19 3.0630630631 28.828828829 0.1
4.0540540541 0 10 all_area fishprice 19 3.0630630631 28.828828829 0.1
5.4054054054 25 10 all_area fishprice 19 3.0630630631 28.828828829 0.1
6.3063063063 50 10 all_area fishprice 19 3.0630630631 28.828828829 0.1
7.6576576577 75 10 all_area fishprice 19 3.0630630631 28.828828829 0.1
20 max 10 all_area fishprice 19 3.0630630631 28.828828829 0.1
4.064727955 0 11 all_area fishprice 19 3.0630630631 28.828828829 0.1
5.8558558559 25 11 all_area fishprice 19 3.0630630631 28.828828829 0.1
6.21396396395 50 11 all_area fishprice 19 3.0630630631 28.828828829 0.1
7.6576576577 75 11 all_area fishprice 19 3.0630630631 28.828828829 0.1
18.918918919 max 11 all_area fishprice 19 3.0630630631 28.828828829 0.1
3.0929899857 0 12 all_area fishprice 19 3.0630630631 28.828828829 0.1
5.4054054054 25 12 all_area fishprice 19 3.0630630631 28.828828829 0.1
6.5315315315 50 12 all_area fishprice 19 3.0630630631 28.828828829 0.1
6.7681982447 75 12 all_area fishprice 19 3.0630630631 28.828828829 0.1
10 max 12 all_area fishprice 19 3.0630630631 28.828828829 0.1
7.0793877241 0 01 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.61498729965 25 01 all_area fishprice 18 1.6039039039 13.594594595 0.1
9.0347465419 50 01 all_area fishprice 18 1.6039039039 13.594594595 0.1
10.034724793225 75 01 all_area fishprice 18 1.6039039039 13.594594595 0.1
12.087087087 max 01 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.6666629129 0 02 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.0900900901 25 02 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.4180583569 50 02 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.9389389389 75 02 all_area fishprice 18 1.6039039039 13.594594595 0.1
13.504504505 max 02 all_area fishprice 18 1.6039039039 13.594594595 0.1
4.4144144144 0 03 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.2972972973 25 03 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.9775183532 50 03 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.47908847905 75 03 all_area fishprice 18 1.6039039039 13.594594595 0.1
10.810810811 max 03 all_area fishprice 18 1.6039039039 13.594594595 0.1
1.6039039039 0 04 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.172015765775 25 04 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.5645645646 50 04 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.4774774775 75 04 all_area fishprice 18 1.6039039039 13.594594595 0.1
9.4594594595 max 04 all_area fishprice 18 1.6039039039 13.594594595 0.1
5.2252252252 0 05 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.2141687142 25 05 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.7083501412 50 05 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.4774774775 75 05 all_area fishprice 18 1.6039039039 13.594594595 0.1
9.2342342342 max 05 all_area fishprice 18 1.6039039039 13.594594595 0.1
4.027027027 0 06 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.1261261261 25 06 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.6645256223 50 06 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.9009009009 75 06 all_area fishprice 18 1.6039039039 13.594594595 0.1
9.974688482 max 06 all_area fishprice 18 1.6039039039 13.594594595 0.1
3.993993994 0 07 all_area fishprice 18 1.6039039039 13.594594595 0.1
5.45005677215 25 07 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.5952493847 50 07 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.1956487619 75 07 all_area fishprice 18 1.6039039039 13.594594595 0.1
10.36036036 max 07 all_area fishprice 18 1.6039039039 13.594594595 0.1
4.027027027 0 08 all_area fishprice 18 1.6039039039 13.594594595 0.1
5.214527027025 25 08 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.8154279279 50 08 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.265765765775 75 08 all_area fishprice 18 1.6039039039 13.594594595 0.1
13.059309309 max 08 all_area fishprice 18 1.6039039039 13.594594595 0.1
3.963963964 0 09 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.1171171171 25 09 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.1081081081 50 09 all_area fishprice 18 1.6039039039 13.594594595 0.1
9.6919132205 75 09 all_area fishprice 18 1.6039039039 13.594594595 0.1
12.54954955 max 09 all_area fishprice 18 1.6039039039 13.594594595 0.1
4.027027027 0 10 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.3263904298 25 10 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.3513513514 50 10 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.9776225992 75 10 all_area fishprice 18 1.6039039039 13.594594595 0.1
11.759191172 max 10 all_area fishprice 18 1.6039039039 13.594594595 0.1
6.4264264264 0 11 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.5051975052 25 11 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.651539912 50 11 all_area fishprice 18 1.6039039039 13.594594595 0.1
9.3693693694 75 11 all_area fishprice 18 1.6039039039 13.594594595 0.1
13.594594595 max 11 all_area fishprice 18 1.6039039039 13.594594595 0.1
4.027027027 0 12 all_area fishprice 18 1.6039039039 13.594594595 0.1
7.4543114543 25 12 all_area fishprice 18 1.6039039039 13.594594595 0.1
8.373486272 50 12 all_area fishprice 18 1.6039039039 13.594594595 0.1
9.8929375957 75 12 all_area fishprice 18 1.6039039039 13.594594595 0.1
13.175074623 max 12 all_area fishprice 18 1.6039039039 13.594594595 0.1
2.5 0 01 all_area fishprice 21 1 24 0.1
4 25 01 all_area fishprice 21 1 24 0.1
6.2 50 01 all_area fishprice 21 1 24 0.1
8.05 75 01 all_area fishprice 21 1 24 0.1
20 max 01 all_area fishprice 21 1 24 0.1
2.5 0 02 all_area fishprice 21 1 24 0.1
4.375 25 02 all_area fishprice 21 1 24 0.1
5.5555555556 50 02 all_area fishprice 21 1 24 0.1
8.3875 75 02 all_area fishprice 21 1 24 0.1
20 max 02 all_area fishprice 21 1 24 0.1
2 0 03 all_area fishprice 21 1 24 0.1
5 25 03 all_area fishprice 21 1 24 0.1
6 50 03 all_area fishprice 21 1 24 0.1
9.17 75 03 all_area fishprice 21 1 24 0.1
20 max 03 all_area fishprice 21 1 24 0.1
2 0 04 all_area fishprice 21 1 24 0.1
6 25 04 all_area fishprice 21 1 24 0.1
6.4027777778 50 04 all_area fishprice 21 1 24 0.1
8 75 04 all_area fishprice 21 1 24 0.1
16 max 04 all_area fishprice 21 1 24 0.1
1.6 0 05 all_area fishprice 21 1 24 0.1
6 25 05 all_area fishprice 21 1 24 0.1
7.25 50 05 all_area fishprice 21 1 24 0.1
9.66 75 05 all_area fishprice 21 1 24 0.1
20 max 05 all_area fishprice 21 1 24 0.1
1.6 0 06 all_area fishprice 21 1 24 0.1
6 25 06 all_area fishprice 21 1 24 0.1
7.5 50 06 all_area fishprice 21 1 24 0.1
10 75 06 all_area fishprice 21 1 24 0.1
20 max 06 all_area fishprice 21 1 24 0.1
1.6 0 07 all_area fishprice 21 1 24 0.1
6.361111111125 25 07 all_area fishprice 21 1 24 0.1
7.6388888889 50 07 all_area fishprice 21 1 24 0.1
10.27777777775 75 07 all_area fishprice 21 1 24 0.1
20 max 07 all_area fishprice 21 1 24 0.1
1 0 08 all_area fishprice 21 1 24 0.1
7 25 08 all_area fishprice 21 1 24 0.1
8.25 50 08 all_area fishprice 21 1 24 0.1
10 75 08 all_area fishprice 21 1 24 0.1
20 max 08 all_area fishprice 21 1 24 0.1
4.5 0 09 all_area fishprice 21 1 24 0.1
8 25 09 all_area fishprice 21 1 24 0.1
9 50 09 all_area fishprice 21 1 24 0.1
11 75 09 all_area fishprice 21 1 24 0.1
20.37037037 max 09 all_area fishprice 21 1 24 0.1
2.4833333333 0 10 all_area fishprice 21 1 24 0.1
4.7375 25 10 all_area fishprice 21 1 24 0.1
8 50 10 all_area fishprice 21 1 24 0.1
10 75 10 all_area fishprice 21 1 24 0.1
20 max 10 all_area fishprice 21 1 24 0.1
3 0 11 all_area fishprice 21 1 24 0.1
4 25 11 all_area fishprice 21 1 24 0.1
6.4814814815 50 11 all_area fishprice 21 1 24 0.1
10 75 11 all_area fishprice 21 1 24 0.1
24 max 11 all_area fishprice 21 1 24 0.1
2.5 0 12 all_area fishprice 21 1 24 0.1
3.5 25 12 all_area fishprice 21 1 24 0.1
5 50 12 all_area fishprice 21 1 24 0.1
10 75 12 all_area fishprice 21 1 24 0.1
24 max 12 all_area fishprice 21 1 24 0.1
5.9829059829 0 01 all_area fishprice 12 4.7863247863 34.188034188 0.1
10.96153846175 25 01 all_area fishprice 12 4.7863247863 34.188034188 0.1
13.510335546 50 01 all_area fishprice 12 4.7863247863 34.188034188 0.1
17.58581035725 75 01 all_area fishprice 12 4.7863247863 34.188034188 0.1
29.914529915 max 01 all_area fishprice 12 4.7863247863 34.188034188 0.1
8.547008547 0 02 all_area fishprice 12 4.7863247863 34.188034188 0.1
14.2535172615 25 02 all_area fishprice 12 4.7863247863 34.188034188 0.1
15.6505706565 50 02 all_area fishprice 12 4.7863247863 34.188034188 0.1
17.094017094 75 02 all_area fishprice 12 4.7863247863 34.188034188 0.1
24.786324786 max 02 all_area fishprice 12 4.7863247863 34.188034188 0.1
6.4102564103 0 03 all_area fishprice 12 4.7863247863 34.188034188 0.1
12.179487179 25 03 all_area fishprice 12 4.7863247863 34.188034188 0.1
14.073019205 50 03 all_area fishprice 12 4.7863247863 34.188034188 0.1
16.9520711415 75 03 all_area fishprice 12 4.7863247863 34.188034188 0.1
23.504273504 max 03 all_area fishprice 12 4.7863247863 34.188034188 0.1
7.0605293509 0 04 all_area fishprice 12 4.7863247863 34.188034188 0.1
11.027873147 25 04 all_area fishprice 12 4.7863247863 34.188034188 0.1
13.982905983 50 04 all_area fishprice 12 4.7863247863 34.188034188 0.1
16.3972604875 75 04 all_area fishprice 12 4.7863247863 34.188034188 0.1
24.643874644 max 04 all_area fishprice 12 4.7863247863 34.188034188 0.1
4.7863247863 0 05 all_area fishprice 12 4.7863247863 34.188034188 0.1
11.645299145 25 05 all_area fishprice 12 4.7863247863 34.188034188 0.1
13.560910308 50 05 all_area fishprice 12 4.7863247863 34.188034188 0.1
15.555555556 75 05 all_area fishprice 12 4.7863247863 34.188034188 0.1
24.786324786 max 05 all_area fishprice 12 4.7863247863 34.188034188 0.1
6.8376068376 0 06 all_area fishprice 12 4.7863247863 34.188034188 0.1
11.7952998645 25 06 all_area fishprice 12 4.7863247863 34.188034188 0.1
14.188383528 50 06 all_area fishprice 12 4.7863247863 34.188034188 0.1
15.7215722715 75 06 all_area fishprice 12 4.7863247863 34.188034188 0.1
24.519230769 max 06 all_area fishprice 12 4.7863247863 34.188034188 0.1
7.264957265 0 07 all_area fishprice 12 4.7863247863 34.188034188 0.1
11.965811966 25 07 all_area fishprice 12 4.7863247863 34.188034188 0.1
13.830682611 50 07 all_area fishprice 12 4.7863247863 34.188034188 0.1
16.61470669775 75 07 all_area fishprice 12 4.7863247863 34.188034188 0.1
24.775641026 max 07 all_area fishprice 12 4.7863247863 34.188034188 0.1
5.0427350427 0 08 all_area fishprice 12 4.7863247863 34.188034188 0.1
9.83980183175 25 08 all_area fishprice 12 4.7863247863 34.188034188 0.1
11.153846154 50 08 all_area fishprice 12 4.7863247863 34.188034188 0.1
12.636020541 75 08 all_area fishprice 12 4.7863247863 34.188034188 0.1
16.936161076 max 08 all_area fishprice 12 4.7863247863 34.188034188 0.1
9.4017094017 0 09 all_area fishprice 12 4.7863247863 34.188034188 0.1
13.6606468135 25 09 all_area fishprice 12 4.7863247863 34.188034188 0.1
16.264210439 50 09 all_area fishprice 12 4.7863247863 34.188034188 0.1
18.99572649575 75 09 all_area fishprice 12 4.7863247863 34.188034188 0.1
23.459259259 max 09 all_area fishprice 12 4.7863247863 34.188034188 0.1
9.4723105126 0 10 all_area fishprice 12 4.7863247863 34.188034188 0.1
12.754936382 25 10 all_area fishprice 12 4.7863247863 34.188034188 0.1
14.325123304 50 10 all_area fishprice 12 4.7863247863 34.188034188 0.1
16.096866097 75 10 all_area fishprice 12 4.7863247863 34.188034188 0.1
34.188034188 max 10 all_area fishprice 12 4.7863247863 34.188034188 0.1
5.9829059829 0 11 all_area fishprice 12 4.7863247863 34.188034188 0.1
14.117826618 25 11 all_area fishprice 12 4.7863247863 34.188034188 0.1
16.623931624 50 11 all_area fishprice 12 4.7863247863 34.188034188 0.1
18.533089133 75 11 all_area fishprice 12 4.7863247863 34.188034188 0.1
28.632478632 max 11 all_area fishprice 12 4.7863247863 34.188034188 0.1
5.2980206928 0 12 all_area fishprice 12 4.7863247863 34.188034188 0.1
11.590963535 25 12 all_area fishprice 12 4.7863247863 34.188034188 0.1
14.52991453 50 12 all_area fishprice 12 4.7863247863 34.188034188 0.1
18.461538462 75 12 all_area fishprice 12 4.7863247863 34.188034188 0.1
32.905982906 max 12 all_area fishprice 12 4.7863247863 34.188034188 0.1
NA 0 01 all_area fishprice 4 NA NA 0.1
NA 25 01 all_area fishprice 4 NA NA 0.1
NA 50 01 all_area fishprice 4 NA NA 0.1
NA 75 01 all_area fishprice 4 NA NA 0.1
NA max 01 all_area fishprice 4 NA NA 0.1
3.7019908537 0 02 all_area fishprice 4 NA NA 0.1
3.7019908537 25 02 all_area fishprice 4 NA NA 0.1
3.7019908537 50 02 all_area fishprice 4 NA NA 0.1
3.7019908537 75 02 all_area fishprice 4 NA NA 0.1
3.7019908537 max 02 all_area fishprice 4 NA NA 0.1
NA 0 03 all_area fishprice 4 NA NA 0.1
NA 25 03 all_area fishprice 4 NA NA 0.1
NA 50 03 all_area fishprice 4 NA NA 0.1
NA 75 03 all_area fishprice 4 NA NA 0.1
NA max 03 all_area fishprice 4 NA NA 0.1
NA 0 04 all_area fishprice 4 NA NA 0.1
NA 25 04 all_area fishprice 4 NA NA 0.1
NA 50 04 all_area fishprice 4 NA NA 0.1
NA 75 04 all_area fishprice 4 NA NA 0.1
NA max 04 all_area fishprice 4 NA NA 0.1
NA 0 05 all_area fishprice 4 NA NA 0.1
NA 25 05 all_area fishprice 4 NA NA 0.1
NA 50 05 all_area fishprice 4 NA NA 0.1
NA 75 05 all_area fishprice 4 NA NA 0.1
NA max 05 all_area fishprice 4 NA NA 0.1
NA 0 06 all_area fishprice 4 NA NA 0.1
NA 25 06 all_area fishprice 4 NA NA 0.1
NA 50 06 all_area fishprice 4 NA NA 0.1
NA 75 06 all_area fishprice 4 NA NA 0.1
NA max 06 all_area fishprice 4 NA NA 0.1
NA 0 07 all_area fishprice 4 NA NA 0.1
NA 25 07 all_area fishprice 4 NA NA 0.1
NA 50 07 all_area fishprice 4 NA NA 0.1
NA 75 07 all_area fishprice 4 NA NA 0.1
NA max 07 all_area fishprice 4 NA NA 0.1
NA 0 08 all_area fishprice 4 NA NA 0.1
NA 25 08 all_area fishprice 4 NA NA 0.1
NA 50 08 all_area fishprice 4 NA NA 0.1
NA 75 08 all_area fishprice 4 NA NA 0.1
NA max 08 all_area fishprice 4 NA NA 0.1
NA 0 09 all_area fishprice 4 NA NA 0.1
NA 25 09 all_area fishprice 4 NA NA 0.1
NA 50 09 all_area fishprice 4 NA NA 0.1
NA 75 09 all_area fishprice 4 NA NA 0.1
NA max 09 all_area fishprice 4 NA NA 0.1
NA 0 10 all_area fishprice 4 NA NA 0.1
NA 25 10 all_area fishprice 4 NA NA 0.1
NA 50 10 all_area fishprice 4 NA NA 0.1
NA 75 10 all_area fishprice 4 NA NA 0.1
NA max 10 all_area fishprice 4 NA NA 0.1
NA 0 11 all_area fishprice 4 NA NA 0.1
NA 25 11 all_area fishprice 4 NA NA 0.1
NA 50 11 all_area fishprice 4 NA NA 0.1
NA 75 11 all_area fishprice 4 NA NA 0.1
NA max 11 all_area fishprice 4 NA NA 0.1
NA 0 12 all_area fishprice 4 NA NA 0.1
NA 25 12 all_area fishprice 4 NA NA 0.1
NA 50 12 all_area fishprice 4 NA NA 0.1
NA 75 12 all_area fishprice 4 NA NA 0.1
NA max 12 all_area fishprice 4 NA NA 0.1
3.2954545455 0 01 all_area fishprice 3 1.1764705882 18 0.1
4 25 01 all_area fishprice 3 1.1764705882 18 0.1
4.25 50 01 all_area fishprice 3 1.1764705882 18 0.1
4.25 75 01 all_area fishprice 3 1.1764705882 18 0.1
6.65 max 01 all_area fishprice 3 1.1764705882 18 0.1
3.5547808765 0 02 all_area fishprice 3 1.1764705882 18 0.1
4.25 25 02 all_area fishprice 3 1.1764705882 18 0.1
4.25000400895 50 02 all_area fishprice 3 1.1764705882 18 0.1
4.6525 75 02 all_area fishprice 3 1.1764705882 18 0.1
6.24 max 02 all_area fishprice 3 1.1764705882 18 0.1
3 0 03 all_area fishprice 3 1.1764705882 18 0.1
3.65 25 03 all_area fishprice 3 1.1764705882 18 0.1
4 50 03 all_area fishprice 3 1.1764705882 18 0.1
5 75 03 all_area fishprice 3 1.1764705882 18 0.1
7.17 max 03 all_area fishprice 3 1.1764705882 18 0.1
3 0 04 all_area fishprice 3 1.1764705882 18 0.1
4 25 04 all_area fishprice 3 1.1764705882 18 0.1
5 50 04 all_area fishprice 3 1.1764705882 18 0.1
5.54 75 04 all_area fishprice 3 1.1764705882 18 0.1
10 max 04 all_area fishprice 3 1.1764705882 18 0.1
2 0 05 all_area fishprice 3 1.1764705882 18 0.1
3.25 25 05 all_area fishprice 3 1.1764705882 18 0.1
4 50 05 all_area fishprice 3 1.1764705882 18 0.1
6 75 05 all_area fishprice 3 1.1764705882 18 0.1
7 max 05 all_area fishprice 3 1.1764705882 18 0.1
2.2 0 06 all_area fishprice 3 1.1764705882 18 0.1
8 25 06 all_area fishprice 3 1.1764705882 18 0.1
8 50 06 all_area fishprice 3 1.1764705882 18 0.1
10 75 06 all_area fishprice 3 1.1764705882 18 0.1
10 max 06 all_area fishprice 3 1.1764705882 18 0.1
5 0 07 all_area fishprice 3 1.1764705882 18 0.1
5.4 25 07 all_area fishprice 3 1.1764705882 18 0.1
8 50 07 all_area fishprice 3 1.1764705882 18 0.1
8.5 75 07 all_area fishprice 3 1.1764705882 18 0.1
8.5 max 07 all_area fishprice 3 1.1764705882 18 0.1
5 0 08 all_area fishprice 3 1.1764705882 18 0.1
5 25 08 all_area fishprice 3 1.1764705882 18 0.1
5.5 50 08 all_area fishprice 3 1.1764705882 18 0.1
6.5 75 08 all_area fishprice 3 1.1764705882 18 0.1
18 max 08 all_area fishprice 3 1.1764705882 18 0.1
3 0 09 all_area fishprice 3 1.1764705882 18 0.1
4 25 09 all_area fishprice 3 1.1764705882 18 0.1
5 50 09 all_area fishprice 3 1.1764705882 18 0.1
5 75 09 all_area fishprice 3 1.1764705882 18 0.1
5.5 max 09 all_area fishprice 3 1.1764705882 18 0.1
1.1764705882 0 10 all_area fishprice 3 1.1764705882 18 0.1
3.5 25 10 all_area fishprice 3 1.1764705882 18 0.1
4 50 10 all_area fishprice 3 1.1764705882 18 0.1
5 75 10 all_area fishprice 3 1.1764705882 18 0.1
5 max 10 all_area fishprice 3 1.1764705882 18 0.1
3 0 11 all_area fishprice 3 1.1764705882 18 0.1
3.75 25 11 all_area fishprice 3 1.1764705882 18 0.1
4 50 11 all_area fishprice 3 1.1764705882 18 0.1
4.75 75 11 all_area fishprice 3 1.1764705882 18 0.1
8 max 11 all_area fishprice 3 1.1764705882 18 0.1
4 0 12 all_area fishprice 3 1.1764705882 18 0.1
4 25 12 all_area fishprice 3 1.1764705882 18 0.1
4.75 50 12 all_area fishprice 3 1.1764705882 18 0.1
4.90736422355 75 12 all_area fishprice 3 1.1764705882 18 0.1
10 max 12 all_area fishprice 3 1.1764705882 18 0.1
7 0 01 all_area fishprice 2 NA NA 0.1
7 25 01 all_area fishprice 2 NA NA 0.1
7 50 01 all_area fishprice 2 NA NA 0.1
7 75 01 all_area fishprice 2 NA NA 0.1
7 max 01 all_area fishprice 2 NA NA 0.1
NA 0 02 all_area fishprice 2 NA NA 0.1
NA 25 02 all_area fishprice 2 NA NA 0.1
NA 50 02 all_area fishprice 2 NA NA 0.1
NA 75 02 all_area fishprice 2 NA NA 0.1
NA max 02 all_area fishprice 2 NA NA 0.1
NA 0 03 all_area fishprice 2 NA NA 0.1
NA 25 03 all_area fishprice 2 NA NA 0.1
NA 50 03 all_area fishprice 2 NA NA 0.1
NA 75 03 all_area fishprice 2 NA NA 0.1
NA max 03 all_area fishprice 2 NA NA 0.1
8 0 04 all_area fishprice 2 NA NA 0.1
8 25 04 all_area fishprice 2 NA NA 0.1
8 50 04 all_area fishprice 2 NA NA 0.1
8 75 04 all_area fishprice 2 NA NA 0.1
8 max 04 all_area fishprice 2 NA NA 0.1
5.3 0 05 all_area fishprice 2 NA NA 0.1
8 25 05 all_area fishprice 2 NA NA 0.1
8 50 05 all_area fishprice 2 NA NA 0.1
8 75 05 all_area fishprice 2 NA NA 0.1
8 max 05 all_area fishprice 2 NA NA 0.1
NA 0 06 all_area fishprice 2 NA NA 0.1
NA 25 06 all_area fishprice 2 NA NA 0.1
NA 50 06 all_area fishprice 2 NA NA 0.1
NA 75 06 all_area fishprice 2 NA NA 0.1
NA max 06 all_area fishprice 2 NA NA 0.1
NA 0 07 all_area fishprice 2 NA NA 0.1
NA 25 07 all_area fishprice 2 NA NA 0.1
NA 50 07 all_area fishprice 2 NA NA 0.1
NA 75 07 all_area fishprice 2 NA NA 0.1
NA max 07 all_area fishprice 2 NA NA 0.1
4.7249499977 0 08 all_area fishprice 2 NA NA 0.1
4.7249499977 25 08 all_area fishprice 2 NA NA 0.1
4.7249499977 50 08 all_area fishprice 2 NA NA 0.1
4.7249499977 75 08 all_area fishprice 2 NA NA 0.1
4.7249499977 max 08 all_area fishprice 2 NA NA 0.1
NA 0 09 all_area fishprice 2 NA NA 0.1
NA 25 09 all_area fishprice 2 NA NA 0.1
NA 50 09 all_area fishprice 2 NA NA 0.1
NA 75 09 all_area fishprice 2 NA NA 0.1
NA max 09 all_area fishprice 2 NA NA 0.1
4.7249500199 0 10 all_area fishprice 2 NA NA 0.1
5.343712514925 25 10 all_area fishprice 2 NA NA 0.1
5.96247500995 50 10 all_area fishprice 2 NA NA 0.1
6.581237504975 75 10 all_area fishprice 2 NA NA 0.1
7.2 max 10 all_area fishprice 2 NA NA 0.1
5.0076968861 0 11 all_area fishprice 2 NA NA 0.1
5.0076968861 25 11 all_area fishprice 2 NA NA 0.1
5.0076968861 50 11 all_area fishprice 2 NA NA 0.1
5.0076968861 75 11 all_area fishprice 2 NA NA 0.1
5.0076968861 max 11 all_area fishprice 2 NA NA 0.1
NA 0 12 all_area fishprice 2 NA NA 0.1
NA 25 12 all_area fishprice 2 NA NA 0.1
NA 50 12 all_area fishprice 2 NA NA 0.1
NA 75 12 all_area fishprice 2 NA NA 0.1
NA max 12 all_area fishprice 2 NA NA 0.1
27.619047619 0 01 all_area fishprice 20 15.952380952 106.66666667 0.1
35.5992063495 25 01 all_area fishprice 20 15.952380952 106.66666667 0.1
46.267663322 50 01 all_area fishprice 20 15.952380952 106.66666667 0.1
63.47660007 75 01 all_area fishprice 20 15.952380952 106.66666667 0.1
82.344322344 max 01 all_area fishprice 20 15.952380952 106.66666667 0.1
45.714285714 0 02 all_area fishprice 20 15.952380952 106.66666667 0.1
55.2436626585 25 02 all_area fishprice 20 15.952380952 106.66666667 0.1
57.162634778 50 02 all_area fishprice 20 15.952380952 106.66666667 0.1
65.476190476 75 02 all_area fishprice 20 15.952380952 106.66666667 0.1
96.56129005 max 02 all_area fishprice 20 15.952380952 106.66666667 0.1
45.714285714 0 03 all_area fishprice 20 15.952380952 106.66666667 0.1
55.238095238 25 03 all_area fishprice 20 15.952380952 106.66666667 0.1
62.857142857 50 03 all_area fishprice 20 15.952380952 106.66666667 0.1
67.619047619 75 03 all_area fishprice 20 15.952380952 106.66666667 0.1
78.571428571 max 03 all_area fishprice 20 15.952380952 106.66666667 0.1
49.841269841 0 04 all_area fishprice 20 15.952380952 106.66666667 0.1
61.904761905 25 04 all_area fishprice 20 15.952380952 106.66666667 0.1
66.666666667 50 04 all_area fishprice 20 15.952380952 106.66666667 0.1
72.380952381 75 04 all_area fishprice 20 15.952380952 106.66666667 0.1
80 max 04 all_area fishprice 20 15.952380952 106.66666667 0.1
23.80952381 0 05 all_area fishprice 20 15.952380952 106.66666667 0.1
47.2600777575 25 05 all_area fishprice 20 15.952380952 106.66666667 0.1
53.32337937 50 05 all_area fishprice 20 15.952380952 106.66666667 0.1
60 75 05 all_area fishprice 20 15.952380952 106.66666667 0.1
67.619047619 max 05 all_area fishprice 20 15.952380952 106.66666667 0.1
28.571428571 0 06 all_area fishprice 20 15.952380952 106.66666667 0.1
35.65710189 25 06 all_area fishprice 20 15.952380952 106.66666667 0.1
47.603944845 50 06 all_area fishprice 20 15.952380952 106.66666667 0.1
52.2041534265 75 06 all_area fishprice 20 15.952380952 106.66666667 0.1
61.905096135 max 06 all_area fishprice 20 15.952380952 106.66666667 0.1
