value limit month area variable a_dim a_min a_max a_res
0.75 25 05 all_area fishprice 5 0.75 3.2707399985 0.1
0.75 50 05 all_area fishprice 5 0.75 3.2707399985 0.1
0.75 75 05 all_area fishprice 5 0.75 3.2707399985 0.1
0.75 max 05 all_area fishprice 5 0.75 3.2707399985 0.1
1.4747999756 0 06 all_area fishprice 5 0.75 3.2707399985 0.1
1.713210820125 25 06 all_area fishprice 5 0.75 3.2707399985 0.1
1.79396464675 50 06 all_area fishprice 5 0.75 3.2707399985 0.1
1.872818227375 75 06 all_area fishprice 5 0.75 3.2707399985 0.1
2.0544000438 max 06 all_area fishprice 5 0.75 3.2707399985 0.1
1.4345000085 0 07 all_area fishprice 5 0.75 3.2707399985 0.1
1.71470001 25 07 all_area fishprice 5 0.75 3.2707399985 0.1
1.8704959555 50 07 all_area fishprice 5 0.75 3.2707399985 0.1
2 75 07 all_area fishprice 5 0.75 3.2707399985 0.1
2.3 max 07 all_area fishprice 5 0.75 3.2707399985 0.1
1.5569 0 08 all_area fishprice 5 0.75 3.2707399985 0.1
1.9441999554 25 08 all_area fishprice 5 0.75 3.2707399985 0.1
2.1072940816 50 08 all_area fishprice 5 0.75 3.2707399985 0.1
2.2604499935 75 08 all_area fishprice 5 0.75 3.2707399985 0.1
3.2707399985 max 08 all_area fishprice 5 0.75 3.2707399985 0.1
1.8 0 09 all_area fishprice 5 0.75 3.2707399985 0.1
2.2126999997 25 09 all_area fishprice 5 0.75 3.2707399985 0.1
2.2978999926 50 09 all_area fishprice 5 0.75 3.2707399985 0.1
2.428125 75 09 all_area fishprice 5 0.75 3.2707399985 0.1
2.75 max 09 all_area fishprice 5 0.75 3.2707399985 0.1
1.88 0 10 all_area fishprice 5 0.75 3.2707399985 0.1
2.248 25 10 all_area fishprice 5 0.75 3.2707399985 0.1
2.3661941127 50 10 all_area fishprice 5 0.75 3.2707399985 0.1
2.4508285845 75 10 all_area fishprice 5 0.75 3.2707399985 0.1
2.7125 max 10 all_area fishprice 5 0.75 3.2707399985 0.1
1 0 11 all_area fishprice 5 0.75 3.2707399985 0.1
2.45 25 11 all_area fishprice 5 0.75 3.2707399985 0.1
2.5 50 11 all_area fishprice 5 0.75 3.2707399985 0.1
2.57 75 11 all_area fishprice 5 0.75 3.2707399985 0.1
2.6833333333 max 11 all_area fishprice 5 0.75 3.2707399985 0.1
1 0 12 all_area fishprice 5 0.75 3.2707399985 0.1
2.32 25 12 all_area fishprice 5 0.75 3.2707399985 0.1
2.55 50 12 all_area fishprice 5 0.75 3.2707399985 0.1
2.55 75 12 all_area fishprice 5 0.75 3.2707399985 0.1
2.7 max 12 all_area fishprice 5 0.75 3.2707399985 0.1
45.871559633 0 01 all_area fishprice 27 NA NA 0.1
48.85321100925 25 01 all_area fishprice 27 NA NA 0.1
51.8348623855 50 01 all_area fishprice 27 NA NA 0.1
54.81651376175 75 01 all_area fishprice 27 NA NA 0.1
57.798165138 max 01 all_area fishprice 27 NA NA 0.1
NA 0 02 all_area fishprice 27 NA NA 0.1
NA 25 02 all_area fishprice 27 NA NA 0.1
NA 50 02 all_area fishprice 27 NA NA 0.1
NA 75 02 all_area fishprice 27 NA NA 0.1
NA max 02 all_area fishprice 27 NA NA 0.1
11.009174312 0 03 all_area fishprice 27 NA NA 0.1
24.77064220175 25 03 all_area fishprice 27 NA NA 0.1
29.357798165 50 03 all_area fishprice 27 NA NA 0.1
49.51376146875 75 03 all_area fishprice 27 NA NA 0.1
109.98165138 max 03 all_area fishprice 27 NA NA 0.1
NA 0 04 all_area fishprice 27 NA NA 0.1
NA 25 04 all_area fishprice 27 NA NA 0.1
NA 50 04 all_area fishprice 27 NA NA 0.1
NA 75 04 all_area fishprice 27 NA NA 0.1
NA max 04 all_area fishprice 27 NA NA 0.1
32.110091743 0 05 all_area fishprice 27 NA NA 0.1
38.973623853 25 05 all_area fishprice 27 NA NA 0.1
43.119266055 50 05 all_area fishprice 27 NA NA 0.1
45.871559633 75 05 all_area fishprice 27 NA NA 0.1
77.981651376 max 05 all_area fishprice 27 NA NA 0.1
27.52293578 0 06 all_area fishprice 27 NA NA 0.1
30.04587155975 25 06 all_area fishprice 27 NA NA 0.1
66.513761468 50 06 all_area fishprice 27 NA NA 0.1
91.743119266 75 06 all_area fishprice 27 NA NA 0.1
91.743119266 max 06 all_area fishprice 27 NA NA 0.1
29.357798165 0 07 all_area fishprice 27 NA NA 0.1
30.0458715595 25 07 all_area fishprice 27 NA NA 0.1
32.110091743 50 07 all_area fishprice 27 NA NA 0.1
40.137614679 75 07 all_area fishprice 27 NA NA 0.1
73.453093812 max 07 all_area fishprice 27 NA NA 0.1
73.453093812 0 08 all_area fishprice 27 NA NA 0.1
75.717372594 25 08 all_area fishprice 27 NA NA 0.1
77.981651376 50 08 all_area fishprice 27 NA NA 0.1
80.2752293575 75 08 all_area fishprice 27 NA NA 0.1
82.568807339 max 08 all_area fishprice 27 NA NA 0.1
45.871559633 0 09 all_area fishprice 27 NA NA 0.1
49.08256880725 25 09 all_area fishprice 27 NA NA 0.1
59.9365947265 50 09 all_area fishprice 27 NA NA 0.1
63.45453589525 75 09 all_area fishprice 27 NA NA 0.1
77.981651376 max 09 all_area fishprice 27 NA NA 0.1
36.697247706 0 10 all_area fishprice 27 NA NA 0.1
57.3069571865 25 10 all_area fishprice 27 NA NA 0.1
77.916666667 50 10 all_area fishprice 27 NA NA 0.1
77.9491590215 75 10 all_area fishprice 27 NA NA 0.1
77.981651376 max 10 all_area fishprice 27 NA NA 0.1
36.697247706 0 11 all_area fishprice 27 NA NA 0.1
36.697247706 25 11 all_area fishprice 27 NA NA 0.1
38.511326861 50 11 all_area fishprice 27 NA NA 0.1
45.871559633 75 11 all_area fishprice 27 NA NA 0.1
81.613149847 max 11 all_area fishprice 27 NA NA 0.1
36.697247706 0 12 all_area fishprice 27 NA NA 0.1
46.3203363915 25 12 all_area fishprice 27 NA NA 0.1
57.3188566985 50 12 all_area fishprice 27 NA NA 0.1
63.47779042625 75 12 all_area fishprice 27 NA NA 0.1
92.617449664 max 12 all_area fishprice 27 NA NA 0.1
5.0847457627 0 01 all_area fishprice 14 NA NA 0.1
5.0847457627 25 01 all_area fishprice 14 NA NA 0.1
6.0169491525 50 01 all_area fishprice 14 NA NA 0.1
6.7796610169 75 01 all_area fishprice 14 NA NA 0.1
53.424157906 max 01 all_area fishprice 14 NA NA 0.1
4.2372881356 0 02 all_area fishprice 14 NA NA 0.1
5.0847457627 25 02 all_area fishprice 14 NA NA 0.1
5.7627118644 50 02 all_area fishprice 14 NA NA 0.1
6.7796610169 75 02 all_area fishprice 14 NA NA 0.1
7.2033898305 max 02 all_area fishprice 14 NA NA 0.1
3.3898305085 0 03 all_area fishprice 14 NA NA 0.1
4.872881355925 25 03 all_area fishprice 14 NA NA 0.1
7.8813559322 50 03 all_area fishprice 14 NA NA 0.1
9.47033898305 75 03 all_area fishprice 14 NA NA 0.1
11.016949153 max 03 all_area fishprice 14 NA NA 0.1
5.0847457627 0 04 all_area fishprice 14 NA NA 0.1
5.932203389825 25 04 all_area fishprice 14 NA NA 0.1
6.77966101695 50 04 all_area fishprice 14 NA NA 0.1
7.627118644075 75 04 all_area fishprice 14 NA NA 0.1
8.4745762712 max 04 all_area fishprice 14 NA NA 0.1
2.9661016949 0 05 all_area fishprice 14 NA NA 0.1
2.9661016949 25 05 all_area fishprice 14 NA NA 0.1
2.9661016949 50 05 all_area fishprice 14 NA NA 0.1
2.9661016949 75 05 all_area fishprice 14 NA NA 0.1
2.9661016949 max 05 all_area fishprice 14 NA NA 0.1
2.9661016949 0 06 all_area fishprice 14 NA NA 0.1
3.0720338983 25 06 all_area fishprice 14 NA NA 0.1
3.1779661017 50 06 all_area fishprice 14 NA NA 0.1
3.2838983051 75 06 all_area fishprice 14 NA NA 0.1
3.3898305085 max 06 all_area fishprice 14 NA NA 0.1
2.9661016949 0 07 all_area fishprice 14 NA NA 0.1
2.9661016949 25 07 all_area fishprice 14 NA NA 0.1
2.9661016949 50 07 all_area fishprice 14 NA NA 0.1
2.9661016949 75 07 all_area fishprice 14 NA NA 0.1
2.9661016949 max 07 all_area fishprice 14 NA NA 0.1
2.9661016949 0 08 all_area fishprice 14 NA NA 0.1
2.9661016949 25 08 all_area fishprice 14 NA NA 0.1
2.9661016949 50 08 all_area fishprice 14 NA NA 0.1
3.60169491525 75 08 all_area fishprice 14 NA NA 0.1
4.2372881356 max 08 all_area fishprice 14 NA NA 0.1
NA 0 09 all_area fishprice 14 NA NA 0.1
NA 25 09 all_area fishprice 14 NA NA 0.1
NA 50 09 all_area fishprice 14 NA NA 0.1
NA 75 09 all_area fishprice 14 NA NA 0.1
NA max 09 all_area fishprice 14 NA NA 0.1
2.8983050847 0 10 all_area fishprice 14 NA NA 0.1
2.8983050847 25 10 all_area fishprice 14 NA NA 0.1
2.8983050847 50 10 all_area fishprice 14 NA NA 0.1
2.8983050847 75 10 all_area fishprice 14 NA NA 0.1
2.8983050847 max 10 all_area fishprice 14 NA NA 0.1
2.8983050847 0 11 all_area fishprice 14 NA NA 0.1
4.2033898305 25 11 all_area fishprice 14 NA NA 0.1
5.5084745763 50 11 all_area fishprice 14 NA NA 0.1
5.72033898305 75 11 all_area fishprice 14 NA NA 0.1
5.9322033898 max 11 all_area fishprice 14 NA NA 0.1
NA 0 12 all_area fishprice 14 NA NA 0.1
NA 25 12 all_area fishprice 14 NA NA 0.1
NA 50 12 all_area fishprice 14 NA NA 0.1
NA 75 12 all_area fishprice 14 NA NA 0.1
NA max 12 all_area fishprice 14 NA NA 0.1
5.9322033898 0 01 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.8833736885 25 01 all_area fishprice 13 5.0847457627 18.831927862 0.1
11.920903955 50 01 all_area fishprice 13 5.0847457627 18.831927862 0.1
12.911927117 75 01 all_area fishprice 13 5.0847457627 18.831927862 0.1
18.720491831 max 01 all_area fishprice 13 5.0847457627 18.831927862 0.1
6.4679017321 0 02 all_area fishprice 13 5.0847457627 18.831927862 0.1
8.71952118205 25 02 all_area fishprice 13 5.0847457627 18.831927862 0.1
10.971140632 50 02 all_area fishprice 13 5.0847457627 18.831927862 0.1
11.8415025195 75 02 all_area fishprice 13 5.0847457627 18.831927862 0.1
12.711864407 max 02 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.0185307686 0 03 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.0185307686 25 03 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.0185307686 50 03 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.0185307686 75 03 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.0185307686 max 03 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.9322033898 0 04 all_area fishprice 13 5.0847457627 18.831927862 0.1
6.62076271185 25 04 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.3093220339 50 04 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.99788135595 75 04 all_area fishprice 13 5.0847457627 18.831927862 0.1
8.686440678 max 04 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.0847457627 0 05 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.786016949125 25 05 all_area fishprice 13 5.0847457627 18.831927862 0.1
9.00423728815 50 05 all_area fishprice 13 5.0847457627 18.831927862 0.1
9.692796610075 75 05 all_area fishprice 13 5.0847457627 18.831927862 0.1
10.172684458 max 05 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.9322033898 0 06 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.9322033898 25 06 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.9322033898 50 06 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.9322033898 75 06 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.9322033898 max 06 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.2966101695 0 07 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.9322033898 25 07 all_area fishprice 13 5.0847457627 18.831927862 0.1
6.7796610169 50 07 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.8383925162 75 07 all_area fishprice 13 5.0847457627 18.831927862 0.1
8.686440678 max 07 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.9322033898 0 08 all_area fishprice 13 5.0847457627 18.831927862 0.1
6.6619585687 25 08 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.6271186441 50 08 all_area fishprice 13 5.0847457627 18.831927862 0.1
8.09847589015 75 08 all_area fishprice 13 5.0847457627 18.831927862 0.1
8.7753150804 max 08 all_area fishprice 13 5.0847457627 18.831927862 0.1
8.4745762712 0 09 all_area fishprice 13 5.0847457627 18.831927862 0.1
8.4745762712 25 09 all_area fishprice 13 5.0847457627 18.831927862 0.1
10.593220339 50 09 all_area fishprice 13 5.0847457627 18.831927862 0.1
11.228813559 75 09 all_area fishprice 13 5.0847457627 18.831927862 0.1
13.029661017 max 09 all_area fishprice 13 5.0847457627 18.831927862 0.1
5.9322033898 0 10 all_area fishprice 13 5.0847457627 18.831927862 0.1
6.7796610169 25 10 all_area fishprice 13 5.0847457627 18.831927862 0.1
9.0137975354 50 10 all_area fishprice 13 5.0847457627 18.831927862 0.1
9.3691148776 75 10 all_area fishprice 13 5.0847457627 18.831927862 0.1
10.296610169 max 10 all_area fishprice 13 5.0847457627 18.831927862 0.1
6.3559322034 0 11 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.6271186441 25 11 all_area fishprice 13 5.0847457627 18.831927862 0.1
8.3686440678 50 11 all_area fishprice 13 5.0847457627 18.831927862 0.1
9.5338723229 75 11 all_area fishprice 13 5.0847457627 18.831927862 0.1
9.8870056497 max 11 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.0967270602 0 12 all_area fishprice 13 5.0847457627 18.831927862 0.1
7.494520748125 25 12 all_area fishprice 13 5.0847457627 18.831927862 0.1
8.05084745765 50 12 all_area fishprice 13 5.0847457627 18.831927862 0.1
11.0639141689 75 12 all_area fishprice 13 5.0847457627 18.831927862 0.1
18.831927862 max 12 all_area fishprice 13 5.0847457627 18.831927862 0.1
